ticket_id,subject,description,category,priority,status,channel,created_at,resolution_time_hours,customer_satisfaction,is_synthetic
SYN-00008,Error question,"Hello support, my error will not start. Please help me resolve this when possible.",Technical Issue,Medium,Resolved,Email,2024-06-06T18:00:00,49,2,True
SYN-01149,Purchase request,"Hello support, my purchase want my money back. Please help me resolve this today.",Refund Request,Critical,Closed,Phone,2024-04-30T23:00:00,56,1,True
SYN-01557,Shipment question,"Hello support, my shipment tracking is frozen. Please help me resolve this today.",Shipping Issue,High,Closed,Phone,2024-07-21T16:00:00,57,2,True
SYN-01564,Tracking question,"Hello support, my tracking has not arrived. Please help me resolve this today.",Shipping Issue,Medium,Open,Email,2024-09-17T08:00:00,117,1,True
SYN-01106,Purchase help,"Hello support, my purchase want my money back. Please help me resolve this today.",Refund Request,Medium,Closed,Web,2024-08-15T21:00:00,38,1,True
SYN-00525,Payment help,"Hello support, my payment amount is incorrect. Please help me resolve this soon.",Billing Inquiry,Critical,Pending,Phone,2024-08-05T09:00:00,59,1,True
SYN-00340,Charged help,"Hello support, my charged amount is incorrect. Please help me resolve this when possible.",Billing Inquiry,Medium,Open,Web,2024-11-20T23:00:00,52,1,True
SYN-02094,Support question,"Hello support, my support have a general question. Please help me resolve this soon.",General Support,High,Open,Email,2024-01-27T23:00:00,23,5,True
SYN-01056,Refund question,"Hello support, my refund return was approved. Please help me resolve this today.",Refund Request,High,Open,Phone,2024-02-04T17:00:00,37,1,True
SYN-01055,Money question,"Hello support, my money refund is missing. Please help me resolve this today.",Refund Request,Critical,Open,Web,2024-02-20T07:00:00,46,2,True
SYN-00581,Charged problem,"Hello support, my charged need a receipt. Please help me resolve this when possible.",Billing Inquiry,Critical,Resolved,Web,2024-05-18T04:00:00,100,5,True
SYN-00371,Invoice help,"Hello support, my invoice need a receipt. Please help me resolve this when possible.",Billing Inquiry,Critical,Pending,Web,2024-10-06T08:00:00,67,3,True
SYN-01916,Contact problem,"Hello support, my contact need some assistance. Please help me resolve this when possible.",General Support,Low,Resolved,Email,2024-02-20T13:00:00,76,4,True
SYN-01210,Compatible question,"Hello support, my compatible which plan includes it. Please help me resolve this when possible.",Product Inquiry,Medium,Resolved,Chat,2024-01-15T22:00:00,41,5,True
SYN-02055,Support problem,"Hello support, my support please contact me. Please help me resolve this today.",General Support,Low,Open,Web,2024-10-19T04:00:00,13,1,True
SYN-01414,Product request,"Hello support, my product need more information. Please help me resolve this when possible.",Product Inquiry,High,Resolved,Web,2024-01-21T21:00:00,77,2,True
SYN-01190,Cancel help,"Hello support, my cancel cancel this order. Please help me resolve this today.",Refund Request,Low,Open,Chat,2024-07-18T12:00:00,80,2,True
SYN-00054,Screen question,"Hello support, my screen stopped working. Please help me resolve this soon.",Technical Issue,Low,Resolved,Chat,2024-08-01T22:00:00,31,3,True
SYN-00778,Login question,"Hello support, my login code never arrived. Please help me resolve this today.",Account Access,Low,Resolved,Chat,2024-07-29T22:00:00,55,5,True
SYN-01902,Support question,"Hello support, my support have a general question. Please help me resolve this soon.",General Support,Medium,Open,Chat,2024-02-21T05:00:00,77,3,True
SYN-01780,Delivery problem,"Hello support, my delivery went to wrong address. Please help me resolve this soon.",Shipping Issue,Medium,Pending,Chat,2024-08-22T10:00:00,82,2,True
SYN-01678,Shipment question,"Hello support, my shipment tracking is frozen. Please help me resolve this soon.",Shipping Issue,High,Open,Email,2024-01-12T03:00:00,18,2,True
SYN-01953,Support question,"Hello support, my support please contact me. Please help me resolve this today.",General Support,Low,Closed,Phone,2024-06-18T03:00:00,19,1,True
SYN-00295,Screen help,"Hello support, my screen will not start. Please help me resolve this when possible.",Technical Issue,Low,Open,Phone,2024-09-23T11:00:00,59,5,True
SYN-01152,Return problem,"Hello support, my return want my money back. Please help me resolve this today.",Refund Request,High,Pending,Email,2024-03-15T22:00:00,15,5,True
SYN-01737,Package request,"Hello support, my package has not arrived. Please help me resolve this today.",Shipping Issue,High,Closed,Phone,2024-06-13T04:00:00,25,3,True
SYN-01492,Upgrade problem,"Hello support, my upgrade which plan includes it. Please help me resolve this soon.",Product Inquiry,Medium,Open,Web,2024-02-07T00:00:00,98,2,True
SYN-00519,Card help,"Hello support, my card need a receipt. Please help me resolve this when possible.",Billing Inquiry,High,Resolved,Web,2024-08-03T09:00:00,96,5,True
SYN-01028,Money problem,"Hello support, my money want my money back. Please help me resolve this today.",Refund Request,Critical,Closed,Phone,2024-07-29T10:00:00,26,2,True
SYN-00257,Crash help,"Hello support, my crash shows an error. Please help me resolve this when possible.",Technical Issue,Medium,Pending,Phone,2024-11-23T10:00:00,52,1,True
SYN-01051,Return question,"Hello support, my return return was approved. Please help me resolve this today.",Refund Request,Low,Open,Email,2024-09-19T20:00:00,11,5,True
SYN-00621,Login problem,"Hello support, my login code never arrived. Please help me resolve this soon.",Account Access,Low,Resolved,Web,2024-10-06T01:00:00,92,4,True
SYN-01058,Purchase problem,"Hello support, my purchase cancel this order. Please help me resolve this soon.",Refund Request,Critical,Resolved,Phone,2024-04-28T21:00:00,113,1,True
SYN-02068,Help help,"Hello support, my help have a general question. Please help me resolve this today.",General Support,Low,Open,Chat,2024-02-27T09:00:00,93,5,True
SYN-00488,Invoice help,"Hello support, my invoice amount is incorrect. Please help me resolve this when possible.",Billing Inquiry,High,Open,Chat,2024-09-04T07:00:00,50,4,True
SYN-01664,Shipment request,"Hello support, my shipment went to wrong address. Please help me resolve this today.",Shipping Issue,Critical,Resolved,Web,2024-02-19T03:00:00,19,2,True
SYN-00842,Verification request,"Hello support, my verification code never arrived. Please help me resolve this when possible.",Account Access,High,Open,Web,2024-01-12T03:00:00,96,1,True
SYN-01044,Refund request,"Hello support, my refund want my money back. Please help me resolve this when possible.",Refund Request,High,Pending,Phone,2024-10-08T05:00:00,46,1,True
SYN-00377,Billing question,"Hello support, my billing need a receipt. Please help me resolve this soon.",Billing Inquiry,Medium,Closed,Email,2024-01-13T18:00:00,23,4,True
SYN-00950,Return question,"Hello support, my return return was approved. Please help me resolve this soon.",Refund Request,Critical,Closed,Web,2024-01-02T10:00:00,2,3,True
SYN-01188,Refund question,"Hello support, my refund return was approved. Please help me resolve this when possible.",Refund Request,High,Closed,Chat,2024-08-11T21:00:00,20,3,True
SYN-00984,Cancel question,"Hello support, my cancel want my money back. Please help me resolve this soon.",Refund Request,Medium,Pending,Web,2024-10-17T01:00:00,120,4,True
SYN-00743,Verification help,"Hello support, my verification code never arrived. Please help me resolve this soon.",Account Access,High,Resolved,Email,2024-03-09T22:00:00,38,1,True
SYN-01931,Question question,"Hello support, my question have a general question. Please help me resolve this when possible.",General Support,Low,Closed,Email,2024-09-08T13:00:00,89,1,True
SYN-01260,Product request,"Hello support, my product want to compare options. Please help me resolve this today.",Product Inquiry,High,Resolved,Chat,2024-07-24T03:00:00,53,4,True
SYN-00026,Update help,"Hello support, my update shows an error. Please help me resolve this today.",Technical Issue,Medium,Resolved,Chat,2024-05-24T09:00:00,90,1,True
SYN-01788,Courier question,"Hello support, my courier tracking is frozen. Please help me resolve this today.",Shipping Issue,Low,Open,Phone,2024-05-13T17:00:00,48,5,True
SYN-01164,Return question,"Hello support, my return want my money back. Please help me resolve this when possible.",Refund Request,Low,Closed,Web,2024-07-16T19:00:00,67,5,True
SYN-00201,Screen help,"Hello support, my screen stopped working. Please help me resolve this soon.",Technical Issue,Low,Open,Web,2024-07-22T22:00:00,113,2,True
SYN-00207,Crash problem,"Hello support, my crash shows an error. Please help me resolve this soon.",Technical Issue,High,Open,Web,2024-04-23T01:00:00,87,3,True
SYN-00485,Card question,"Hello support, my card need a receipt. Please help me resolve this when possible.",Billing Inquiry,Critical,Pending,Email,2024-03-27T14:00:00,40,2,True
SYN-01703,Delivery question,"Hello support, my delivery package was damaged. Please help me resolve this today.",Shipping Issue,High,Open,Phone,2024-08-16T00:00:00,79,2,True
SYN-00301,Charged help,"Hello support, my charged payment was declined. Please help me resolve this soon.",Billing Inquiry,Medium,Resolved,Web,2024-10-09T18:00:00,32,4,True
SYN-01199,Return question,"Hello support, my return want my money back. Please help me resolve this today.",Refund Request,Medium,Resolved,Phone,2024-07-24T07:00:00,70,4,True
SYN-00431,Billing help,"Hello support, my billing payment was declined. Please help me resolve this soon.",Billing Inquiry,Medium,Resolved,Web,2024-06-21T01:00:00,113,3,True
SYN-02099,Support problem,"Hello support, my support please contact me. Please help me resolve this soon.",General Support,Critical,Pending,Web,2024-03-13T20:00:00,92,2,True
SYN-01990,Help request,"Hello support, my help please contact me. Please help me resolve this soon.",General Support,Low,Resolved,Web,2024-04-17T08:00:00,62,2,True
SYN-00888,Login problem,"Hello support, my login code never arrived. Please help me resolve this soon.",Account Access,Medium,Open,Chat,2024-10-26T01:00:00,102,2,True
SYN-00480,Card problem,"Hello support, my card need a receipt. Please help me resolve this when possible.",Billing Inquiry,Critical,Pending,Web,2024-05-06T10:00:00,112,4,True
SYN-00084,Screen request,"Hello support, my screen will not start. Please help me resolve this when possible.",Technical Issue,Medium,Resolved,Chat,2024-05-25T02:00:00,15,1,True
SYN-01308,Plan help,"Hello support, my plan which plan includes it. Please help me resolve this when possible.",Product Inquiry,Medium,Open,Web,2024-04-29T01:00:00,99,2,True
SYN-00947,Money help,"Hello support, my money refund is missing. Please help me resolve this today.",Refund Request,Critical,Open,Web,2024-05-24T06:00:00,65,4,True
SYN-00339,Payment request,"Hello support, my payment was charged twice. Please help me resolve this soon.",Billing Inquiry,Critical,Open,Phone,2024-02-01T03:00:00,92,3,True
SYN-00595,Payment question,"Hello support, my payment amount is incorrect. Please help me resolve this soon.",Billing Inquiry,High,Closed,Email,2024-02-01T18:00:00,99,4,True
SYN-00032,Error help,"Hello support, my error shows an error. Please help me resolve this when possible.",Technical Issue,High,Open,Phone,2024-04-07T06:00:00,21,1,True
SYN-00546,Payment problem,"Hello support, my payment amount is incorrect. Please help me resolve this today.",Billing Inquiry,Medium,Closed,Chat,2024-11-18T10:00:00,28,2,True
SYN-00255,Device question,"Hello support, my device stopped working. Please help me resolve this when possible.",Technical Issue,High,Open,Web,2024-01-05T01:00:00,3,2,True
SYN-01417,Feature help,"Hello support, my feature which plan includes it. Please help me resolve this today.",Product Inquiry,Medium,Closed,Email,2024-01-10T17:00:00,114,5,True
SYN-01806,Support help,"Hello support, my support have a general question. Please help me resolve this when possible.",General Support,Low,Closed,Email,2024-09-21T23:00:00,56,5,True
SYN-00663,Verification question,"Hello support, my verification cannot sign in. Please help me resolve this soon.",Account Access,Critical,Open,Email,2024-09-27T14:00:00,70,3,True
SYN-01163,Money question,"Hello support, my money return was approved. Please help me resolve this soon.",Refund Request,Critical,Closed,Phone,2024-03-31T13:00:00,117,3,True
SYN-01180,Return request,"Hello support, my return want my money back. Please help me resolve this today.",Refund Request,Low,Closed,Email,2024-06-26T10:00:00,13,5,True
